Tweet Id,Text,Name,Screen Name,UTC,Created At,Favorites,Retweets,Language,Client,Tweet Type,Hashtags,Mentions,Media Type,,
1447976363332411402,"RT @UEFAcom_fr : Nous sommes le 1️⃣2️⃣

1️⃣2️⃣, c'est pile le nombre de secondes ⏱️ qu'a duré ce contre mythique du @PSG_inside 🔵🔴 conclu avec maestria par @KMbappe en #ChampionsLeague 😎🤩 

#UCL  #LDC https://t.co/jmCUlvBagu",tarault gregory,TaraultG,2021-10-12T17:24:01.000Z,Tue Oct 12 17:24:01 +0000 2021,0,0,fr,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,3,2,video,,
1447976295497965572,"European Golden Shoe 2021/2022 Standings https://t.co/O2etd3eUja⁣
⁣
1) Karim Benzema - 9 goals⚽⁣
2) Robert Lewandowski - 7 goals⚽⁣
2) Erling Haaland - 7 goals⚽⁣
4) Jamie Vardy - 6 goals⚽⁣
⁣
#ChampionsLeague #GoldenBoot via https://t.co/HSXanqZT2H https://t.co/OHwPkQquJE",European Golden Shoe,EuropeanShoe,2021-10-12T17:23:45.000Z,Tue Oct 12 17:23:45 +0000 2021,0,0,nl,"<a href=""https://www.ayrshare.com"" rel=""nofollow"">Ayrshare</a>",Tweet,2,0,photo,,
1447976164337848324,"RT @FanaticalTravel : ⚽️LATE AVAILABILITY CHAMPIONS LEAGUE  - A. Madrid v @LFC ⚽️

18 - 20 Oct 2021

Return flights from @LPL_Airport 

ONLY £71pp

Book: https://t.co/hlPXKzQIKd

2 night stay - 3* Fuencarral Rooms 

ONLY £123 per room

Book: https://t.co/lAKiDS20X8

#LFC #ChampionsLeague #EuroAway https://t.co/e5sO5TJqhI",peter woolland,woolly1966,2021-10-12T17:23:14.000Z,Tue Oct 12 17:23:14 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,3,2,photo,,
1447974791063998469,#ChampionsLeague #InterSheriff https://t.co/WPzWTn9ltL,Il Pallone Gonfiato,Pall_Gonfiato,2021-10-12T17:17:46.000Z,Tue Oct 12 17:17:46 +0000 2021,0,0,und,"<a href=""https://www.slyvi.com"" rel=""nofollow"">Slyvi</a>",Tweet,2,0,,,
1447974211973263363,If you Love #PremierLeague #SerieA #LaLiga #Bundesliga #ChampionsLeague then stop by &amp; Subscribe as we deliver what no one else does #Winners #Fades @BetUS_Soccer  https://t.co/QQ8UA8Nznm,Gordon Watson,Flash_37,2021-10-12T17:15:28.000Z,Tue Oct 12 17:15:28 +0000 2021,2,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,7,1,,,
1447974091986702345,"Sara Aur Sahir Lodhi Ki Hui Kis Baat Par Behas?
Dekhiye Champions League Season 4 Ki Mukammal Video: 
https://t.co/FFcmiNZgaX
#BOLEntertainment #BOLChampionsLeague #ChampionsLeague #Champions #Challengers https://t.co/min2KVi4KO",BOL Entertainment,BOLEntOfficial,2021-10-12T17:15:00.000Z,Tue Oct 12 17:15:00 +0000 2021,1,0,hi,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Tweet,5,0,video,,
1447973498555600898,Selling a pair for Atlético Madrid - LFC in away end..DM me @TixLFC @_LFC_Tickets_ @kopitefacevalue @NiTicketsLFC @LFC_bot_v1 #Madrid #ChampionsLeague @SpionKop1906 @LiverpoolBuy @Aralbek66 @facevalue_LFC @SGREDS2019 @ticketsupplies1,footballspecialtickets,footballspecia6,2021-10-12T17:12:38.000Z,Tue Oct 12 17:12:38 +0000 2021,0,1,pt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,2,11,,,
1447972488638513158,"💣JUVENTUS💣 ECCO LA GRANDE OCCASIONE https://t.co/2R6fVw6VMZ 

#Ronaldo #Juventus #Paratici #Marotta #ForzaJuventus #Dybala #Guardiola #Allegri  #Chiellini #CR7 #ChampionsLeague #Agnelli #DelPiero #Buffon #Pirlo #finoallafine #Cherubini #Raiola https://t.co/rQVbQVB0kx",MATTDP10,TheMattDP10,2021-10-12T17:08:37.000Z,Tue Oct 12 17:08:37 +0000 2021,1,0,it,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,18,0,photo,,
1447972037025169410,"RT @robaboian_ : Erik Ten Hag, entrenador del #Ajax, hablando del equipo que revolucionó en la #ChampionsLeague en 2019 con su juego super vistoso:

""Todos los jugadores están involucrados, generar el espacio para jugar en equipo""

El subtitulado es mío. Si te gustó, podes dejar tu RT o me gusta. https://t.co/d9enx3phew",Santi,SMonteros_,2021-10-12T17:06:50.000Z,Tue Oct 12 17:06:50 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,2,0,video,,
1447971493657276423,"@MinifootballID #MiniFootballBSC @MiniFootballBsc #ChampionsLeague #CristianoRonaldo #UEFAawards #CristianoRonaldo @ManUtd #FIFA22 #PS5 #cryptocurrencies #BSCGems #BNB #BinanceSmartChain
https://t.co/oJUrmswxbR https://t.co/2kJWTujcWF",Anggrawansyah Syaharuddin,lasuppary,2021-10-12T17:04:40.000Z,Tue Oct 12 17:04:40 +0000 2021,0,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,11,3,photo,,
1447970490786607110,"RT @b6eso : 4k #Wallpapers 
#CristianoRonaldo 
#ManchesterUnited 
#ChampionsLeague 
… https://t.co/Oln2Y845zV",Yergi Lufthansa,Yerginganu,2021-10-12T17:00:41.000Z,Tue Oct 12 17:00:41 +0000 2021,0,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,4,0,photo,,
1447970319755399168,"Volunteer Nay Lia Mazaydar Break!
Dekhiye Champions League Season 4 Ki Mukammal Video: 
https://t.co/ZBCK4DPUNc
#BOLEntertainment #BOLChampionsLeague #ChampionsLeague #Champions #Challengers https://t.co/eLHFzIo1HY",BOL Entertainment,BOLEntOfficial,2021-10-12T17:00:00.000Z,Tue Oct 12 17:00:00 +0000 2021,0,0,in,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Tweet,5,0,video,,
1447969438066778122,"RT @UEFAcom_fr : Nous sommes le 1️⃣2️⃣

1️⃣2️⃣, c'est pile le nombre de secondes ⏱️ qu'a duré ce contre mythique du @PSG_inside 🔵🔴 conclu avec maestria par @KMbappe en #ChampionsLeague 😎🤩 

#UCL  #LDC https://t.co/jmCUlvBagu",🇫🇷 ⭐ Mouhamadou Taslim ⭐🇫🇷,mdiabyt,2021-10-12T16:56:30.000Z,Tue Oct 12 16:56:30 +0000 2021,0,0,fr,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,3,2,video,,
1447969003092119554,RT @DFSAnalyst2 : #Dream11 Football Match #BELFRA Risky GL Team ❤️❤️ Final #DREAM11 #MYTEAM11 @Dream11 @MyTeam_11 @MplFantasy #MYFAB11 #MplFantasy #Fancode #GoodLuck #FantasyFootball @DFSAnalyst2 @My11Circle @MyFab11Official #VIVOIPL #IPL2021   #D11 #UCL    #UEFA @ChampionsLeague  #ChampionsLeague https://t.co/3fPpM4xcZ8,Mayur Kamble,MayurKa66970961,2021-10-12T16:54:46.000Z,Tue Oct 12 16:54:46 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,15,7,photo,,
1447968985811537924,RT @DFSAnalyst2 : #Dream11 Football Match #LATDUT GL Team ❤️❤️ Final #DREAM11 #MYTEAM11 @Dream11 @MyTeam_11 @MplFantasy #MYFAB11 #MplFantasy #Fancode #GoodLuck #FantasyFootball @DFSAnalyst2 @My11Circle @MyFab11Official #VIVOIPL #IPL2021    #D11 #UCL     #UEFA @ChampionsLeague  #ChampionsLeague https://t.co/UBqzW6NgMJ,Mayur Kamble,MayurKa66970961,2021-10-12T16:54:42.000Z,Tue Oct 12 16:54:42 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,15,7,photo,,
1447968970380697603,RT @DFSAnalyst2 : #Dream11 Football Match #RSvsPON GL Team ❤️❤️ Final #DREAM11 #MYTEAM11 @Dream11 @MyTeam_11 @MplFantasy #MYFAB11 #MplFantasy #Fancode #GoodLuck #FantasyFootball @DFSAnalyst2 @My11Circle @MyFab11Official #VIVOIPL #IPL2021     #D11 #UCL      #UEFA @ChampionsLeague  #ChampionsLeague https://t.co/4Pwu2Il9Rw,Mayur Kamble,MayurKa66970961,2021-10-12T16:54:39.000Z,Tue Oct 12 16:54:39 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,15,7,photo,,
1447968946221502473,RT @DFSAnalyst2 : #Dream11 Football Match #SPAFRA GL Team ❤️❤️ Final #DREAM11 #MYTEAM11 @Dream11 @MyTeam_11 @MplFantasy #MYFAB11 #MplFantasy #Fancode #GoodLuck #FantasyFootball @DFSAnalyst2 @My11Circle @MyFab11Official #VIVOIPL #IPL2021      #D11 #UCL       #UEFA @ChampionsLeague  #ChampionsLeague https://t.co/RPQJsqAXLF,Mayur Kamble,MayurKa66970961,2021-10-12T16:54:33.000Z,Tue Oct 12 16:54:33 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,15,7,photo,,
1447968915108229123,RT @DFSAnalyst2 : #Dream11 Football Match #MKDGER GL Team ❤️❤️ Final #DREAM11 #MYTEAM11 @Dream11 @MyTeam_11 @MplFantasy #MYFAB11 #MplFantasy #Fancode #GoodLuck #FantasyFootball @DFSAnalyst2 @My11Circle @MyFab11Official #VIVOIPL #IPL2021 #D11 #UCL #UEFA #ChampionsLeague @DFB_Team_EN @Vision11ofc https://t.co/XUfY2EYRie,Mayur Kamble,MayurKa66970961,2021-10-12T16:54:25.000Z,Tue Oct 12 16:54:25 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,15,8,photo,,
1447968893205561345,RT @DFSAnalyst2 : #Dream11 Football Match #KAZFIN GL Team❤️❤️Final #DREAM11 #MYTEAM11 @Dream11 @MyTeam_11 @MplFantasy #MYFAB11 #MplFantasy #Fancode #GoodLuck #FantasyFootball @DFSAnalyst2 @My11Circle @MyFab11Official #VIVOIPL #IPL2021  #D11 #UCL   #UEFA #ChampionsLeague #WCQ #WorldCup @Vision11ofc https://t.co/VWXqHyMebb,Mayur Kamble,MayurKa66970961,2021-10-12T16:54:20.000Z,Tue Oct 12 16:54:20 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,17,7,photo,,
1447968729162129416,"@MiniFootball_TR @MiniFootballBsc #MiniFootballBSC @MiniFootballBsc #ChampionsLeague #CristianoRonaldo #UEFAawards #CristianoRonaldo @FCBarcelona #FIFA22 #PS5 #cryptocurrencies #BSCGems #BNB #BinanceSmartChain
https://t.co/oJUrmswxbR",Anggrawansyah Syaharuddin,lasuppary,2021-10-12T16:53:41.000Z,Tue Oct 12 16:53:41 +0000 2021,0,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,11,4,,,
1447968666029420550,RT @DFSAnalyst2 : #Dream11 Football Match #SAUCHI GLTeam❤️❤️Final #DREAM11 #MYTEAM11 @Dream11 @MyTeam_11 @MplFantasy #MYFAB11 #MplFantasy #Fancode #GoodLuck #FantasyFootball @DFSAnalyst2 @My11Circle @MyFab11Official #VIVOIPL #IPL2021  #D11 #UCL   #UEFA #ChampionsLeague #WCQ #WorldCup @Vision11ofc https://t.co/sDAHlnCUBM,jvkr,Rjvsah12,2021-10-12T16:53:26.000Z,Tue Oct 12 16:53:26 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,17,7,photo,,
1447968560589021184,"Safdar Nay Mr Nickyy Ko Zaleel Kardia!
Sahir Lodhi Nay Hath Jor Liay!
Dekhiye Champions League Season 4 Ki Mukammal Video: 
https://t.co/3vCnhbfeGm
#BOLEntertainment #BOLChampionsLeague #ChampionsLeague #Champions #Challengers https://t.co/Te0WPO8dhU",BOL Entertainment,BOLEntOfficial,2021-10-12T16:53:01.000Z,Tue Oct 12 16:53:01 +0000 2021,1,0,in,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Tweet,5,0,video,,
1447968404158169090,"RT @robaboian_ : Erik Ten Hag, entrenador del #Ajax, hablando del equipo que revolucionó en la #ChampionsLeague en 2019 con su juego super vistoso:

""Todos los jugadores están involucrados, generar el espacio para jugar en equipo""

El subtitulado es mío. Si te gustó, podes dejar tu RT o me gusta. https://t.co/d9enx3phew",El Batipibe Mike Pöhler,THEMIKE_MC11,2021-10-12T16:52:24.000Z,Tue Oct 12 16:52:24 +0000 2021,0,0,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,2,0,video,,
1447967759455768577,"@richmantop40 @MiniFootballBsc @Cristiano @10Ronaldinho @elonmusk @gate_io @krakenfx @kucoincom @coinbase @FTX_Official #MiniFootballBSC @MiniFootballBsc #ChampionsLeague #CristianoRonaldo #UEFAawards #CristianoRonaldo @FCBarcelona #FIFA22 #PS5 #cryptocurrencies #BSCGems #BNB #BinanceSmartChain
https://t.co/oJUrmswxbR https://t.co/9Xpkyw64Jc",Anggrawansyah Syaharuddin,lasuppary,2021-10-12T16:49:50.000Z,Tue Oct 12 16:49:50 +0000 2021,0,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,11,12,photo,,
1447967640459304961,"RT @robaboian_ : Erik Ten Hag, entrenador del #Ajax, hablando del equipo que revolucionó en la #ChampionsLeague en 2019 con su juego super vistoso:

""Todos los jugadores están involucrados, generar el espacio para jugar en equipo""

El subtitulado es mío. Si te gustó, podes dejar tu RT o me gusta. https://t.co/d9enx3phew",Fabio Mrtnz,FabioBergas,2021-10-12T16:49:22.000Z,Tue Oct 12 16:49:22 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,2,0,video,,
1447967346992238592,"RT @LuchyAguilar3 : @COiNSTANTIN1 @justinsuntron @MiniFootballBsc ⚽️⚽️⚽️Les't Goooaaal #MiniFootball To the Moon🚀🚀🚀🌍🌏⚽️⚽️⚽️
#MiniFootballBSC @MiniFootballBsc #ChampionsLeague #CristianoRonaldo #UEFAawards #CristianoRonaldo @FCBarcelona #FIFA22 #PS5 #cryptocurrencies #BSCGems #BNB #BinanceSmartChain
https://t.co/DNotXqIz1b https://t.co/8Dtq9peKxG",wolfpackteam sec,Wolfteam4994,2021-10-12T16:48:12.000Z,Tue Oct 12 16:48:12 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,12,5,photo,,
1447967179517874177,RT @DFSAnalyst2 : #Dream11 Football Match #SAUCHI GLTeam❤️❤️Final #DREAM11 #MYTEAM11 @Dream11 @MyTeam_11 @MplFantasy #MYFAB11 #MplFantasy #Fancode #GoodLuck #FantasyFootball @DFSAnalyst2 @My11Circle @MyFab11Official #VIVOIPL #IPL2021  #D11 #UCL   #UEFA #ChampionsLeague #WCQ #WorldCup @Vision11ofc https://t.co/sDAHlnCUBM,Ajithkumar c p,Ajithkumarcp4,2021-10-12T16:47:32.000Z,Tue Oct 12 16:47:32 +0000 2021,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,17,7,photo,,
1447966995492884482,"Qadeer Khan Kay Gaanay Nay Samaa Bandh Dia!
Dekhiye Champions League Season 4 Ki Mukammal Video: 
https://t.co/93ajsfu4A5
#BOLEntertainment #BOLChampionsLeague #ChampionsLeague #Champions #Challengers https://t.co/zknLnvCVUE",BOL Entertainment,BOLEntOfficial,2021-10-12T16:46:48.000Z,Tue Oct 12 16:46:48 +0000 2021,2,0,hi,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Tweet,5,0,video,,
1447966827137564674,"@COiNSTANTIN1 @OKEx @DoraFactory @BalancerLabs @qtum @KyberNetwork @MiniFootballBsc ⚽️⚽️⚽️Les't Goooaaal #MiniFootball To the Moon🚀🚀🚀🌍🌏⚽️⚽️⚽️
#MiniFootballBSC @MiniFootballBsc #ChampionsLeague #CristianoRonaldo #UEFAawards #CristianoRonaldo @FCBarcelona #FIFA22 #PS5 #cryptocurrencies #BSCGems #BNB #BinanceSmartChain
https://t.co/DNotXqqXCB",Luchy Aguilar,LuchyAguilar3,2021-10-12T16:46:08.000Z,Tue Oct 12 16:46:08 +0000 2021,1,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,12,9,,,
1447966756060811270,"@richmantop40 @MiniFootballBsc @Cristiano @10Ronaldinho @elonmusk @gate_io @krakenfx @kucoincom @coinbase @FTX_Official #MiniFootballBSC @MiniFootballBsc #ChampionsLeague #CristianoRonaldo #UEFAawards #CristianoRonaldo @FCBarcelona #FIFA22 #PS5 #cryptocurrencies #BSCGems #BNB #BinanceSmartChain
https://t.co/oJUrmswxbR https://t.co/uycd94XdJh",Anggrawansyah Syaharuddin,lasuppary,2021-10-12T16:45:51.000Z,Tue Oct 12 16:45:51 +0000 2021,0,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,11,12,photo,,
1447966079289110537,"@MiniFootball_TR @10Ronaldinho @MiniFootballBsc #MiniFootballBSC @MiniFootballBsc #ChampionsLeague #CristianoRonaldo #UEFAawards #CristianoRonaldo @FCBarcelona #FIFA22 #PS5 #cryptocurrencies #BSCGems #BNB #BinanceSmartChain
https://t.co/mLrS7rp2v3",abraxa lia,abraxa_lia,2021-10-12T16:43:09.000Z,Tue Oct 12 16:43:09 +0000 2021,0,0,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,11,5,,,
1447965951329136642,"Erik Ten Hag, entrenador del #Ajax, hablando del equipo que revolucionó en la #ChampionsLeague en 2019 con su juego super vistoso:

""Todos los jugadores están involucrados, generar el espacio para jugar en equipo""

El subtitulado es mío. Si te gustó, podes dejar tu RT o me gusta. https://t.co/d9enx3phew",rob,robaboian_,2021-10-12T16:42:39.000Z,Tue Oct 12 16:42:39 +0000 2021,66,15,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,2,0,video,,
1447965854923051011,RT @DFSAnalyst2 : #Dream11 Football Match #SAUCHI GLTeam❤️❤️Final #DREAM11 #MYTEAM11 @Dream11 @MyTeam_11 @MplFantasy #MYFAB11 #MplFantasy #Fancode #GoodLuck #FantasyFootball @DFSAnalyst2 @My11Circle @MyFab11Official #VIVOIPL #IPL2021  #D11 #UCL   #UEFA #ChampionsLeague #WCQ #WorldCup @Vision11ofc https://t.co/sDAHlnCUBM,Rohit,Rohit20070308,2021-10-12T16:42:16.000Z,Tue Oct 12 16:42:16 +0000 2021,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,17,7,photo,,
1447964718229073925,"RT @UEFAcom_fr : Nous sommes le 1️⃣2️⃣

1️⃣2️⃣, c'est pile le nombre de secondes ⏱️ qu'a duré ce contre mythique du @PSG_inside 🔵🔴 conclu avec maestria par @KMbappe en #ChampionsLeague 😎🤩 

#UCL  #LDC https://t.co/jmCUlvBagu",🤙,Imbp20b,2021-10-12T16:37:45.000Z,Tue Oct 12 16:37:45 +0000 2021,0,0,fr,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,3,2,video,,
1447964378863652872,"@COiNSTANTIN1 @CoinbasePro @MiniFootballBsc #MiniFootballBSC @MiniFootballBsc #ChampionsLeague #CristianoRonaldo #UEFAawards #CristianoRonaldo @FCBarcelona #FIFA22 #PS5 #cryptocurrencies #BSCGems #BNB #BinanceSmartChain
https://t.co/qJSavUfVS4🏆",mojtaba,mojivilo,2021-10-12T16:36:24.000Z,Tue Oct 12 16:36:24 +0000 2021,2,0,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,11,5,,,
1447964352057913347,"@COiNSTANTIN1 @CoinbasePro @MiniFootballBsc #MiniFootballBSC @MiniFootballBsc #ChampionsLeague #CristianoRonaldo #UEFAawards #CristianoRonaldo @FCBarcelona #FIFA22 #PS5 #cryptocurrencies #BSCGems #BNB #BinanceSmartChain
https://t.co/qJSavUfVS4 ❤️",mojtaba,mojivilo,2021-10-12T16:36:18.000Z,Tue Oct 12 16:36:18 +0000 2021,2,0,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,11,5,,,
1447964310454640641,"@COiNSTANTIN1 @CoinbasePro @MiniFootballBsc #MiniFootballBSC @MiniFootballBsc #ChampionsLeague #CristianoRonaldo #UEFAawards #CristianoRonaldo @FCBarcelona #FIFA22 #PS5 #cryptocurrencies #BSCGems #BNB #BinanceSmartChain
https://t.co/qJSavUfVS4 💰",mojtaba,mojivilo,2021-10-12T16:36:08.000Z,Tue Oct 12 16:36:08 +0000 2021,2,0,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,11,5,,,
1447964266301206548,"@COiNSTANTIN1 @CoinbasePro @MiniFootballBsc #MiniFootballBSC @MiniFootballBsc #ChampionsLeague #CristianoRonaldo #UEFAawards #CristianoRonaldo @FCBarcelona #FIFA22 #PS5 #cryptocurrencies #BSCGems #BNB #BinanceSmartChain
https://t.co/qJSavUfVS4🍷",mojtaba,mojivilo,2021-10-12T16:35:57.000Z,Tue Oct 12 16:35:57 +0000 2021,2,0,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,11,5,,,
1447963909923786754,"@kekko_molise87 Giocava da grande squadra. Piena di giovani fortissimi, come #DeLigt #FDeJong #VandenBeek #Ziyech. Possesso palla, pressing e, perché no, anche controgioco. Tutto in quaranta metri. Avrebbe meritato la finale della #Championsleague 2019.",Enzo D'Orsi,Edorsi53,2021-10-12T16:34:32.000Z,Tue Oct 12 16:34:32 +0000 2021,2,0,it,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,5,1,,,
1447963769108189188,"@richmantop40 @MiniFootballBsc @10Ronaldinho @Cristiano @krakenfx @gate_io @kucoincom @MiniFootball_TR @SBF_FTX @FTX_Official @elonmusk @binance #MiniFootballBSC @MiniFootballBsc #ChampionsLeague #CristianoRonaldo #UEFAawards #CristianoRonaldo @FCBarcelona #FIFA22 #PS5 #cryptocurrencies #BSCGems #BNB #BinanceSmartChain
https://t.co/oJUrmswxbR",Anggrawansyah Syaharuddin,lasuppary,2021-10-12T16:33:59.000Z,Tue Oct 12 16:33:59 +0000 2021,1,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,11,14,,,
1447963692704813058,RT @DFSAnalyst2 : #Dream11 Football Match #SAUCHI GLTeam❤️❤️Final #DREAM11 #MYTEAM11 @Dream11 @MyTeam_11 @MplFantasy #MYFAB11 #MplFantasy #Fancode #GoodLuck #FantasyFootball @DFSAnalyst2 @My11Circle @MyFab11Official #VIVOIPL #IPL2021  #D11 #UCL   #UEFA #ChampionsLeague #WCQ #WorldCup @Vision11ofc https://t.co/sDAHlnCUBM,vinayak parab,vinayak58991109,2021-10-12T16:33:40.000Z,Tue Oct 12 16:33:40 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,17,7,photo,,
1447963674887352322,RT @DFSAnalyst2 : #Dream11 Football Match #SAUCHI GLTeam❤️❤️Final #DREAM11 #MYTEAM11 @Dream11 @MyTeam_11 @MplFantasy #MYFAB11 #MplFantasy #Fancode #GoodLuck #FantasyFootball @DFSAnalyst2 @My11Circle @MyFab11Official #VIVOIPL #IPL2021  #D11 #UCL   #UEFA #ChampionsLeague #WCQ #WorldCup @Vision11ofc https://t.co/sDAHlnCUBM,Mayur Kamble,MayurKa66970961,2021-10-12T16:33:36.000Z,Tue Oct 12 16:33:36 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,17,7,photo,,
1447963277766574082,"@COiNSTANTIN1 @kucoincom @dogecoin @Shibtoken @DogelonMars @MiniFootballBsc #MiniFootballBSC @MiniFootballBsc #ChampionsLeague #CristianoRonaldo #CristianoRonaldo @FCBarcelona #FIFA22 #PS5 #cryptocurrencies #BSCGems #BNB #BinanceSmartChain
https://t.co/qJSavUfVS4 🚀🚀🚀🚀🚀🚀🚀🚀🚀❤️🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀❤️🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀❤️🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀❤️",mojtaba,mojivilo,2021-10-12T16:32:01.000Z,Tue Oct 12 16:32:01 +0000 2021,1,0,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,10,8,,,
1447963018210459650,"@COiNSTANTIN1 @kucoincom @dogecoin @Shibtoken @DogelonMars @MiniFootballBsc #MiniFootballBSC @MiniFootballBsc #ChampionsLeague #CristianoRonaldo #UEFAawards #CristianoRonaldo @FCBarcelona #FIFA22 #PS5 #cryptocurrencies #BSCGems #BNB #BinanceSmartChain
https://t.co/qJSavUfVS4 🎉💵",mojtaba,mojivilo,2021-10-12T16:31:00.000Z,Tue Oct 12 16:31:00 +0000 2021,3,0,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,11,8,,,
1447962828329996290,RT @DFSAnalyst2 : #Dream11 Football Match #SAUCHI GLTeam❤️❤️Final #DREAM11 #MYTEAM11 @Dream11 @MyTeam_11 @MplFantasy #MYFAB11 #MplFantasy #Fancode #GoodLuck #FantasyFootball @DFSAnalyst2 @My11Circle @MyFab11Official #VIVOIPL #IPL2021  #D11 #UCL   #UEFA #ChampionsLeague #WCQ #WorldCup @Vision11ofc https://t.co/sDAHlnCUBM,2.0,RaanaVenkat,2021-10-12T16:30:14.000Z,Tue Oct 12 16:30:14 +0000 2021,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,17,7,photo,,
1447962788018769925,"@COiNSTANTIN1 @CoinMarketCap @liaholland @fightfortheftr @ConnorSephton @MiniFootballBsc #MiniFootballBSC @MiniFootballBsc #ChampionsLeague #CristianoRonaldo #UEFAawards #CristianoRonaldo @FCBarcelona #FIFA22 #PS5 #cryptocurrencies #BSCGems #BNB #BinanceSmartChain
https://t.co/qJSavUfVS4 🎉",mojtaba,mojivilo,2021-10-12T16:30:05.000Z,Tue Oct 12 16:30:05 +0000 2021,1,0,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,11,8,,,
